_segment_db_id,url,classlabel,mag,magtype,lat,lon,depth_km,time,dist_deg
2770303,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-10-30T06:39:24&endtime=2016-10-30T06:43:24,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.240551561985268
2770304,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHZ&starttime=2016-10-30T06:39:24&endtime=2016-10-30T06:43:24,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.240551561985268
2871730,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-10-30T08:40:25&endtime=2016-10-30T08:44:25,urb_multi,3.7,mb,42.8906,13.1858,8.4,2016-10-30T08:41:19,0.268454229197752
2922638,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-10-30T11:25:59&endtime=2016-10-30T11:29:59,urb_multi,3.5,mb,42.8495,13.1223,11.4,2016-10-30T11:26:53,0.2482444058734
2976808,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-10-30T15:24:11&endtime=2016-10-30T15:28:11,urb_multi,3.1,ML,42.7742,13.2005,10.6,2016-10-30T15:25:06,0.15513687855552
2976811,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNE&starttime=2016-10-30T15:24:11&endtime=2016-10-30T15:28:11,urb_multi,3.1,ML,42.7742,13.2005,10.6,2016-10-30T15:25:06,0.15513687855552
2979854,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNE&starttime=2016-10-30T16:05:36&endtime=2016-10-30T16:09:36,urb_multi,3.4,ML,42.8592,13.0862,11.6,2016-10-30T16:06:30,0.270231128206284
2994370,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-10-30T17:29:32&endtime=2016-10-30T17:33:32,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767
2994371,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-10-30T17:29:32&endtime=2016-10-30T17:33:32,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767
2994372,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHZ&starttime=2016-10-30T17:29:32&endtime=2016-10-30T17:33:32,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767
2994373,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNE&starttime=2016-10-30T17:29:32&endtime=2016-10-30T17:33:32,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767
2994375,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-10-30T17:29:32&endtime=2016-10-30T17:33:32,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767
3032294,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-10-31T03:30:36&endtime=2016-10-31T03:34:36,urb_multi,3.0,ML,42.8908,13.1768,9.2,2016-10-31T03:31:30,0.27054059796214
3032295,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHZ&starttime=2016-10-31T03:30:36&endtime=2016-10-31T03:34:36,urb_multi,3.0,ML,42.8908,13.1768,9.2,2016-10-31T03:31:30,0.27054059796214
3045126,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-10-31T10:17:44&endtime=2016-10-31T10:21:44,urb_multi,3.0,ML,42.9032,13.2095,7.4,2016-10-31T10:18:38,0.276508969589856
3045130,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-10-31T10:17:44&endtime=2016-10-31T10:21:44,urb_multi,3.0,ML,42.9032,13.2095,7.4,2016-10-31T10:18:38,0.276508969589856
3054751,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-10-31T15:54:34&endtime=2016-10-31T15:58:34,urb_multi,3.5,mb,42.8927,13.1681,7.9,2016-10-31T15:55:28,0.27431229851713
3081472,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-11-01T16:00:04&endtime=2016-11-01T16:04:04,urb_multi,3.3,ML,42.7948,13.1053,11.6,2016-11-01T16:00:59,0.209918806915159
3101055,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-11-02T06:06:53&endtime=2016-11-02T06:10:53,urb_multi,3.4,ML,42.7773,13.0812,10.4,2016-11-02T06:07:48,0.209116488439375
3130296,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-11-04T01:31:17&endtime=2016-11-04T01:35:17,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825
3130297,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-11-04T01:31:17&endtime=2016-11-04T01:35:17,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825
3130299,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNE&starttime=2016-11-04T01:31:17&endtime=2016-11-04T01:35:17,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825
3130300,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNN&starttime=2016-11-04T01:31:17&endtime=2016-11-04T01:35:17,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825
3132093,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNE&starttime=2016-11-04T04:29:00&endtime=2016-11-04T04:33:00,urb_multi,3.0,ML,42.8987,13.1647,9.3,2016-11-04T04:29:54,0.280793167094972
3150052,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-11-05T11:14:34&endtime=2016-11-05T11:18:34,urb_multi,3.6,mb,42.9589,13.2133,6.5,2016-11-05T11:15:27,0.330757871257766
3150055,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNN&starttime=2016-11-05T11:14:34&endtime=2016-11-05T11:18:34,urb_multi,3.6,mb,42.9589,13.2133,6.5,2016-11-05T11:15:27,0.330757871257766
3174735,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-11-09T03:49:18&endtime=2016-11-09T03:53:18,urb_multi,3.2,ML,42.9965,13.1567,9.2,2016-11-09T03:50:10,0.376219987752118
3174738,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNE&starttime=2016-11-09T03:49:18&endtime=2016-11-09T03:53:18,urb_multi,3.2,ML,42.9965,13.1567,9.2,2016-11-09T03:50:10,0.376219987752118
3189177,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHZ&starttime=2016-11-10T15:56:41&endtime=2016-11-10T16:00:41,urb_multi,3.4,ML,42.979,13.0372,7.9,2016-11-10T15:57:33,0.391795675372957
3189180,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-11-10T15:56:41&endtime=2016-11-10T16:00:41,urb_multi,3.4,ML,42.979,13.0372,7.9,2016-11-10T15:57:33,0.391795675372957
3219283,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-11-15T01:37:13&endtime=2016-11-15T01:41:13,urb_multi,3.1,ML,43.1863,13.159,9.3,2016-11-15T01:38:02,0.561586256887275
3219284,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHZ&starttime=2016-11-15T01:37:13&endtime=2016-11-15T01:41:13,urb_multi,3.1,ML,43.1863,13.159,9.3,2016-11-15T01:38:02,0.561586256887275
3219286,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNN&starttime=2016-11-15T01:37:13&endtime=2016-11-15T01:41:13,urb_multi,3.1,ML,43.1863,13.159,9.3,2016-11-15T01:38:02,0.561586256887275
2618505,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ09&loc=&cha=HNZ&starttime=2016-10-11T07:31:55&endtime=2016-10-11T07:35:55,urb_nc,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.217570456056911
2602164,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ095&loc=&cha=EHN&starttime=2016-09-28T11:26:28&endtime=2016-09-28T11:30:28,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.119288494044609
2653140,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ10&loc=&cha=EHN&starttime=2016-10-26T19:27:01&endtime=2016-10-26T19:31:01,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.309336136009472
2653141,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ10&loc=&cha=EHZ&starttime=2016-10-26T19:27:01&endtime=2016-10-26T19:31:01,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.309336136009472
2769798,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ10&loc=&cha=EHE&starttime=2016-10-30T06:39:25&endtime=2016-10-30T06:43:25,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.252198253812706
