_segment_db_id,url,classlabel,mag,magtype,lat,lon,depth_km,time,dist_deg,net,sta,loc,cha,starttime,endtime
2587939,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.158535896133041,3A,MZ01,,EHN,2016-09-20T03:29:07,2016-09-20T03:33:07
2587940,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.158535896133041,3A,MZ01,,EHZ,2016-09-20T03:29:07,2016-09-20T03:33:07
2587943,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.158535896133041,3A,MZ01,,HNZ,2016-09-20T03:29:07,2016-09-20T03:33:07
2602126,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.127809602659729,3A,MZ01,,HNZ,2016-09-28T11:26:28,2016-09-28T11:30:28
2618452,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.185072149422052,3A,MZ01,,EHE,2016-10-11T07:31:55,2016-10-11T07:35:55
2691929,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,mb,43.0615,13.3122,8.0,2016-10-27T03:46:24,0.391103127918748,3A,MZ01,,HNZ,2016-10-27T03:45:32,2016-10-27T03:49:32
2751980,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_nc,3.7,mb,42.8626,13.2012,7.9,2016-10-28T13:56:33,0.19774273976272,3A,MZ01,,HNE,2016-10-28T13:55:38,2016-10-28T13:59:38
2820169,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.9,mb,42.7992,13.1035,16.6,2016-10-30T07:10:06,0.177172877473845,3A,MZ01,,HNN,2016-10-30T07:09:11,2016-10-30T07:13:11
2974877,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.7,mb,42.9031,13.1309,10.2,2016-10-30T14:45:22,0.25327222812804,3A,MZ01,,HNE,2016-10-30T14:44:28,2016-10-30T14:48:28
2976172,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.7742,13.2005,10.6,2016-10-30T15:25:06,0.114891804573679,3A,MZ01,,HNN,2016-10-30T15:24:10,2016-10-30T15:28:10
3035694,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.179427183462868,3A,MZ01,,HNN,2016-10-31T04:48:23,2016-10-31T04:52:23
3035695,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.179427183462868,3A,MZ01,,HNZ,2016-10-31T04:48:23,2016-10-31T04:52:23
3077587,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.7,mb,42.9076,13.1294,10.3,2016-11-01T15:13:43,0.257831893073918,3A,MZ01,,HNE,2016-11-01T15:12:49,2016-11-01T15:16:49
3149731,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.6,mb,42.9589,13.2133,6.5,2016-11-05T11:15:27,0.290405787132493,3A,MZ01,,HNN,2016-11-05T11:14:33,2016-11-05T11:18:33
3222283,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,43.0297,13.0778,8.9,2016-11-15T18:30:58,0.385066875430026,3A,MZ01,,HNZ,2016-11-15T18:30:06,2016-11-15T18:34:06
2587950,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.161406764683846,3A,MZ03,,EHE,2016-09-20T03:29:07,2016-09-20T03:33:07
2587953,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.161406764683846,3A,MZ03,,HNE,2016-09-20T03:29:07,2016-09-20T03:33:07
2601718,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.135808441733805,3A,MZ03,,EHN,2016-09-28T11:26:29,2016-09-28T11:30:29
2619408,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,Ml,42.8346,13.2773,8.0,2016-10-11T21:24:10,0.157790676173219,3A,MZ03,,EHE,2016-10-11T21:23:14,2016-10-11T21:27:14
2619409,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,Ml,42.8346,13.2773,8.0,2016-10-11T21:24:10,0.157790676173219,3A,MZ03,,EHN,2016-10-11T21:23:14,2016-10-11T21:27:14
2587957,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.166338288548502,3A,MZ04,,EHN,2016-09-20T03:29:07,2016-09-20T03:33:07
2587958,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.166338288548502,3A,MZ04,,EHZ,2016-09-20T03:29:07,2016-09-20T03:33:07
2587960,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.166338288548502,3A,MZ04,,HNN,2016-09-20T03:29:07,2016-09-20T03:33:07
2618472,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.184714885088756,3A,MZ04,,EHZ,2016-10-11T07:31:55,2016-10-11T07:35:55
2618475,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.184714885088756,3A,MZ04,,HNZ,2016-10-11T07:31:55,2016-10-11T07:35:55
2741383,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,43.0043,13.1402,5.3,2016-10-28T03:00:12,0.34907653629269,3A,MZ04,,HNE,2016-10-28T02:59:19,2016-10-28T03:03:19
2812594,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,42.7923,13.1503,10.2,2016-10-30T07:07:10,0.158528487497806,3A,MZ04,,HNE,2016-10-30T07:06:15,2016-10-30T07:10:15
2811002,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,4.2,mb,42.7035,13.1836,10.8,2016-10-30T07:07:54,0.0862497696517408,3A,MZ04,,HNE,2016-10-30T07:06:57,2016-10-30T07:10:57
2876347,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.3,ML,42.8995,13.1018,4.3,2016-10-30T08:55:52,0.26599662151001,3A,MZ04,,HNN,2016-10-30T08:54:57,2016-10-30T08:58:57
2994368,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.254168155431244,3A,MZ04,,HNN,2016-10-30T17:29:32,2016-10-30T17:33:32
2994369,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.254168155431244,3A,MZ04,,HNZ,2016-10-30T17:29:32,2016-10-30T17:33:32
3029338,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8322,13.1188,10.3,2016-10-31T02:15:29,0.203898498879224,3A,MZ04,,HNE,2016-10-31T02:14:34,2016-10-31T02:18:34
3029340,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8322,13.1188,10.3,2016-10-31T02:15:29,0.203898498879224,3A,MZ04,,HNZ,2016-10-31T02:14:34,2016-10-31T02:18:34
3035696,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.193904791645851,3A,MZ04,,HNE,2016-10-31T04:48:23,2016-10-31T04:52:23
2587963,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.155611684025696,3A,MZ05,,EHN,2016-09-20T03:29:07,2016-09-20T03:33:07
2587966,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.155611684025696,3A,MZ05,,HNN,2016-09-20T03:29:07,2016-09-20T03:33:07
2587967,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.155611684025696,3A,MZ05,,HNZ,2016-09-20T03:29:07,2016-09-20T03:33:07
2601725,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.140911037245096,3A,MZ05,,EHZ,2016-09-28T11:26:29,2016-09-28T11:30:29
2618487,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.193021819181621,3A,MZ06,,HNZ,2016-10-11T07:31:55,2016-10-11T07:35:55
2618490,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.210122103624943,3A,MZ07,,EHZ,2016-10-11T07:31:55,2016-10-11T07:35:55
2653067,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.29796467337465,3A,MZ08,,EHN,2016-10-26T19:27:00,2016-10-26T19:31:00
2653071,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.29796467337465,3A,MZ08,,HNZ,2016-10-26T19:27:00,2016-10-26T19:31:00
2721994,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,43.0237,13.1362,8.0,2016-10-27T12:29:15,0.406406859049707,3A,MZ08,,EHE,2016-10-27T12:28:23,2016-10-27T12:32:23
2721997,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,43.0237,13.1362,8.0,2016-10-27T12:29:15,0.406406859049707,3A,MZ08,,HNE,2016-10-27T12:28:23,2016-10-27T12:32:23
2721999,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,43.0237,13.1362,8.0,2016-10-27T12:29:15,0.406406859049707,3A,MZ08,,HNZ,2016-10-27T12:28:23,2016-10-27T12:32:23
2751987,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_nc,3.7,mb,42.8626,13.2012,7.9,2016-10-28T13:56:33,0.238447228693073,3A,MZ08,,EHN,2016-10-28T13:55:38,2016-10-28T13:59:38
2751988,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_nc,3.7,mb,42.8626,13.2012,7.9,2016-10-28T13:56:33,0.238447228693073,3A,MZ08,,EHZ,2016-10-28T13:55:38,2016-10-28T13:59:38
2754035,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.5,ML,42.8653,13.2083,7.4,2016-10-28T13:56:39,0.239750005731184,3A,MZ08,,EHE,2016-10-28T13:55:44,2016-10-28T13:59:44
2770302,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.240551561985268,3A,MZ08,,EHE,2016-10-30T06:39:24,2016-10-30T06:43:24
2770303,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.240551561985268,3A,MZ08,,EHN,2016-10-30T06:39:24,2016-10-30T06:43:24
2770304,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.240551561985268,3A,MZ08,,EHZ,2016-10-30T06:39:24,2016-10-30T06:43:24
2871730,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.7,mb,42.8906,13.1858,8.4,2016-10-30T08:41:19,0.268454229197752,3A,MZ08,,EHE,2016-10-30T08:40:25,2016-10-30T08:44:25
2922638,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.5,mb,42.8495,13.1223,11.4,2016-10-30T11:26:53,0.2482444058734,3A,MZ08,,HNZ,2016-10-30T11:25:59,2016-10-30T11:29:59
2976808,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.7742,13.2005,10.6,2016-10-30T15:25:06,0.15513687855552,3A,MZ08,,EHE,2016-10-30T15:24:11,2016-10-30T15:28:11
2976811,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.7742,13.2005,10.6,2016-10-30T15:25:06,0.15513687855552,3A,MZ08,,HNE,2016-10-30T15:24:11,2016-10-30T15:28:11
2979854,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.8592,13.0862,11.6,2016-10-30T16:06:30,0.270231128206284,3A,MZ08,,HNE,2016-10-30T16:05:36,2016-10-30T16:09:36
2994370,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767,3A,MZ08,,EHE,2016-10-30T17:29:32,2016-10-30T17:33:32
2994371,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767,3A,MZ08,,EHN,2016-10-30T17:29:32,2016-10-30T17:33:32
2994372,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767,3A,MZ08,,EHZ,2016-10-30T17:29:32,2016-10-30T17:33:32
2994373,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767,3A,MZ08,,HNE,2016-10-30T17:29:32,2016-10-30T17:33:32
2994375,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.284468583810767,3A,MZ08,,HNZ,2016-10-30T17:29:32,2016-10-30T17:33:32
3032294,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8908,13.1768,9.2,2016-10-31T03:31:30,0.27054059796214,3A,MZ08,,EHN,2016-10-31T03:30:36,2016-10-31T03:34:36
3032295,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8908,13.1768,9.2,2016-10-31T03:31:30,0.27054059796214,3A,MZ08,,EHZ,2016-10-31T03:30:36,2016-10-31T03:34:36
3045126,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.9032,13.2095,7.4,2016-10-31T10:18:38,0.276508969589856,3A,MZ08,,EHN,2016-10-31T10:17:44,2016-10-31T10:21:44
3045130,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.9032,13.2095,7.4,2016-10-31T10:18:38,0.276508969589856,3A,MZ08,,HNZ,2016-10-31T10:17:44,2016-10-31T10:21:44
3054751,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.5,mb,42.8927,13.1681,7.9,2016-10-31T15:55:28,0.27431229851713,3A,MZ08,,HNZ,2016-10-31T15:54:34,2016-10-31T15:58:34
3081472,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.3,ML,42.7948,13.1053,11.6,2016-11-01T16:00:59,0.209918806915159,3A,MZ08,,HNZ,2016-11-01T16:00:04,2016-11-01T16:04:04
3101055,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.7773,13.0812,10.4,2016-11-02T06:07:48,0.209116488439375,3A,MZ08,,EHN,2016-11-02T06:06:53,2016-11-02T06:10:53
3130296,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825,3A,MZ08,,EHE,2016-11-04T01:31:17,2016-11-04T01:35:17
3130297,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825,3A,MZ08,,EHN,2016-11-04T01:31:17,2016-11-04T01:35:17
3130299,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825,3A,MZ08,,HNE,2016-11-04T01:31:17,2016-11-04T01:35:17
3130300,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.402897813137825,3A,MZ08,,HNN,2016-11-04T01:31:17,2016-11-04T01:35:17
3132093,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8987,13.1647,9.3,2016-11-04T04:29:54,0.280793167094972,3A,MZ08,,HNE,2016-11-04T04:29:00,2016-11-04T04:33:00
3150052,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.6,mb,42.9589,13.2133,6.5,2016-11-05T11:15:27,0.330757871257766,3A,MZ08,,EHN,2016-11-05T11:14:34,2016-11-05T11:18:34
3150055,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.6,mb,42.9589,13.2133,6.5,2016-11-05T11:15:27,0.330757871257766,3A,MZ08,,HNN,2016-11-05T11:14:34,2016-11-05T11:18:34
3174735,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,42.9965,13.1567,9.2,2016-11-09T03:50:10,0.376219987752118,3A,MZ08,,EHE,2016-11-09T03:49:18,2016-11-09T03:53:18
3174738,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,42.9965,13.1567,9.2,2016-11-09T03:50:10,0.376219987752118,3A,MZ08,,HNE,2016-11-09T03:49:18,2016-11-09T03:53:18
3189177,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.979,13.0372,7.9,2016-11-10T15:57:33,0.391795675372957,3A,MZ08,,EHZ,2016-11-10T15:56:41,2016-11-10T16:00:41
3189180,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.979,13.0372,7.9,2016-11-10T15:57:33,0.391795675372957,3A,MZ08,,HNZ,2016-11-10T15:56:41,2016-11-10T16:00:41
3219283,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,43.1863,13.159,9.3,2016-11-15T01:38:02,0.561586256887275,3A,MZ08,,EHN,2016-11-15T01:37:13,2016-11-15T01:41:13
3219284,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,43.1863,13.159,9.3,2016-11-15T01:38:02,0.561586256887275,3A,MZ08,,EHZ,2016-11-15T01:37:13,2016-11-15T01:41:13
3219286,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,43.1863,13.159,9.3,2016-11-15T01:38:02,0.561586256887275,3A,MZ08,,HNN,2016-11-15T01:37:13,2016-11-15T01:41:13
2618505,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_nc,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.217570456056911,3A,MZ09,,HNZ,2016-10-11T07:31:55,2016-10-11T07:35:55
2602164,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.119288494044609,3A,MZ095,,EHN,2016-09-28T11:26:28,2016-09-28T11:30:28
2653140,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.309336136009472,3A,MZ10,,EHN,2016-10-26T19:27:01,2016-10-26T19:31:01
2653141,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.309336136009472,3A,MZ10,,EHZ,2016-10-26T19:27:01,2016-10-26T19:31:01
2769798,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.252198253812706,3A,MZ10,,EHE,2016-10-30T06:39:25,2016-10-30T06:43:25
2769799,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.252198253812706,3A,MZ10,,EHN,2016-10-30T06:39:25,2016-10-30T06:43:25
3032300,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8908,13.1768,9.2,2016-10-31T03:31:30,0.28062420406336,3A,MZ10,,EHN,2016-10-31T03:30:36,2016-10-31T03:34:36
3032301,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,42.8908,13.1768,9.2,2016-10-31T03:31:30,0.28062420406336,3A,MZ10,,EHZ,2016-10-31T03:30:36,2016-10-31T03:34:36
3035705,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.221177267759871,3A,MZ10,,EHE,2016-10-31T04:48:23,2016-10-31T04:52:23
3035707,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.221177267759871,3A,MZ10,,EHZ,2016-10-31T04:48:23,2016-10-31T04:52:23
3101061,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.7773,13.0812,10.4,2016-11-02T06:07:48,0.221313287459945,3A,MZ10,,EHN,2016-11-02T06:06:53,2016-11-02T06:10:53
3101062,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.7773,13.0812,10.4,2016-11-02T06:07:48,0.221313287459945,3A,MZ10,,EHZ,2016-11-02T06:06:53,2016-11-02T06:10:53
3107480,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,42.801,13.1447,10.6,2016-11-02T17:45:37,0.209595652225527,3A,MZ10,,EHZ,2016-11-02T17:44:42,2016-11-02T17:48:42
3128667,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.1,ML,42.7627,13.1702,8.0,2016-11-04T00:41:27,0.167360222107945,3A,MZ10,,EHE,2016-11-04T00:40:32,2016-11-04T00:44:32
3130302,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,43.0042,13.0745,8.8,2016-11-04T01:32:09,0.413557616378112,3A,MZ10,,EHE,2016-11-04T01:31:17,2016-11-04T01:35:17
3174741,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,ML,42.9965,13.1567,9.2,2016-11-09T03:50:10,0.385944761752125,3A,MZ10,,EHE,2016-11-09T03:49:18,2016-11-09T03:53:18
3221007,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.0,ML,43.032,13.0747,8.7,2016-11-15T17:04:36,0.439111554895592,3A,MZ10,,EHZ,2016-11-15T17:03:45,2016-11-15T17:07:45
2652957,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.216330289693385,3A,MZ102,,HNZ,2016-10-26T19:26:59,2016-10-26T19:30:59
2711782,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.2,Ml,42.8641,13.1594,10.0,2016-10-27T08:38:38,0.169057905122421,3A,MZ102,,HNE,2016-10-27T08:37:43,2016-10-27T08:41:43
2790814,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.9,mb,42.687,13.1571,16.7,2016-10-30T06:55:40,0.057551652092427,3A,MZ102,,HNZ,2016-10-30T06:54:44,2016-10-30T06:58:44
2807137,http://webservices.ingv.it/fdsnws/dataselect/1/query,urb_multi,3.8,mb,42.8251,13.0428,13.2,2016-10-30T07:04:59,0.184522757669081,3A,MZ102,,HNE,2016-10-30T07:04:04,2016-10-30T07:08:04
